,country,disease,year,week_of_the_year,commodity,metric_tons
91,China,Influenza - Avian,2018,44,"Sake, Rice Wine",293
92,China,Influenza - Avian,2018,44,Sardines,3
93,China,Influenza - Avian,2018,44,Scallops,864
94,China,Influenza - Avian,2018,44,Sesame Oil,107
95,China,Influenza - Avian,2018,44,"Shrimp, Prawns",7553
96,China,Influenza - Avian,2018,44,Soybean Oil,40
97,China,Influenza - Avian,2018,44,Soybeans,7584
98,China,Influenza - Avian,2018,44,"Starch; Rice, Food (Not Potato)",180
99,China,Influenza - Avian,2018,44,Sugar,1121
100,China,Influenza - Avian,2018,44,Sunflower Oil,1
101,China,Influenza - Avian,2018,44,Sunflower Seed,322
102,China,Influenza - Avian,2018,44,Tea,2076
103,China,Influenza - Avian,2018,44,Tobacco Products,619
104,China,Influenza - Avian,2018,44,"Tomatoes, Prepared",497
105,China,Influenza - Avian,2018,44,Tuna,87
106,China,Influenza - Avian,2018,44,Tung Oil,40
107,China,Influenza - Avian,2018,44,Vegetable Oils & Shortenings,1665
108,China,Influenza - Avian,2018,44,Vegetables,24628
109,China,Influenza - Avian,2018,44,Vermouth,18
110,China,Influenza - Avian,2018,44,Wine,11046
0,China,African swine fever,2018,44,"Animal Bone,blood,coral,shell,spong",793
1,China,African swine fever,2018,44,"Animal Feed, Hay",3721
2,China,African swine fever,2018,44,Anise Seed,96
3,China,African swine fever,2018,44,Asparagus,19
4,China,African swine fever,2018,44,Bananas,123
5,China,African swine fever,2018,44,"Beer, Ale",2525
6,China,African swine fever,2018,44,Berries,595
7,China,African swine fever,2018,44,Beverages,32050
8,China,African swine fever,2018,44,"Bitters, Liquor",891
9,China,African swine fever,2018,44,"Bourbon, Scotch, Whiskey",214
10,China,African swine fever,2018,44,"Bristles; Natural,pvc,crude,process",96
11,China,African swine fever,2018,44,Bulb & Seeds,841
12,China,African swine fever,2018,44,Bulk Grains,198
13,China,African swine fever,2018,44,Candy And Confections,5729
14,China,African swine fever,2018,44,Canned Fish,6574
15,China,African swine fever,2018,44,Canned Foodstuffs,0
16,China,African swine fever,2018,44,Canned Fruit,22553
17,China,African swine fever,2018,44,"Canned Ham, Pork Shoulders",0
18,China,African swine fever,2018,44,Canned Meat,133
19,China,African swine fever,2018,44,Canned Pineapples,1328
20,China,African swine fever,2018,44,Canned Vegetables,9770
21,China,African swine fever,2018,44,"Carrageenin, Chondrus, Viscarin",95
22,China,African swine fever,2018,44,"Cassava Flour, Starch, Tapioca",141
23,China,African swine fever,2018,44,Castor Oil,2
24,China,African swine fever,2018,44,"Chanterelles, Mushrooms",5047
25,China,African swine fever,2018,44,Cheese,149
26,China,African swine fever,2018,44,Chewing Gum,142
27,China,African swine fever,2018,44,Chicory Roots,21
28,China,African swine fever,2018,44,"Chilles, Chili Pepper, Hot Peppers",173
29,China,African swine fever,2018,44,Cigarettes,248
30,China,African swine fever,2018,44,Citrus Fruit Juices,112
31,China,African swine fever,2018,44,"Cocoa; Beans,liquor,ovaltine",241
32,China,African swine fever,2018,44,"Cocoa; Butter,cake,powder,russett",213
33,China,African swine fever,2018,44,"Coconut, Coconut Milk",72
34,China,African swine fever,2018,44,Coconut Oil,17
35,China,African swine fever,2018,44,Coffee,1122
36,China,African swine fever,2018,44,Cottonseed Oil,31
37,China,African swine fever,2018,44,"Crawfish, Lobster",2159
38,China,African swine fever,2018,44,"Crispbread,flatbread,ryethin,rush",16
39,China,African swine fever,2018,44,Dairy Products,1120
40,China,African swine fever,2018,44,"Dextrose, Glucose (When Sugar)",41
41,China,African swine fever,2018,44,Edible Nuts,4317
42,China,African swine fever,2018,44,"Escargot, Snail, Frog Meat & Legs",356
43,China,African swine fever,2018,44,"Feathers, Down, Hair",1244
44,China,African swine fever,2018,44,Fish,2989
45,China,African swine fever,2018,44,"Fish Liver Oil, Plain Cod Oil",242
46,China,African swine fever,2018,44,Fish Meal,1073
47,China,African swine fever,2018,44,Fish Oil (Not Liver Or Cod),232
48,China,African swine fever,2018,44,"Food Casings, Hog Bungs",2144
49,China,African swine fever,2018,44,Frozen Fish,41066
50,China,African swine fever,2018,44,Fruit,5296
51,China,African swine fever,2018,44,"Fungus, Kelp, Marine Plants, Moss",1058
52,China,African swine fever,2018,44,"Grain Products, Bread, Cereal",1501
53,China,African swine fever,2018,44,Grapefruit,657
54,China,African swine fever,2018,44,Grocery Items,24549
55,China,African swine fever,2018,44,Guar Gum,1174
56,China,African swine fever,2018,44,Gum,62
57,China,African swine fever,2018,44,Herbs & Spices,25515
58,China,African swine fever,2018,44,Hides And Skins,1493
59,China,African swine fever,2018,44,Honey,100
60,China,African swine fever,2018,44,Instant Coffee,957
61,China,African swine fever,2018,44,Lanolin,34
62,China,African swine fever,2018,44,"Leaves,moss,pollen,roots,veg Prod",1158
63,China,African swine fever,2018,44,Lemons,32
64,China,African swine fever,2018,44,"Licorice; Extract,root",127
65,China,African swine fever,2018,44,"Linseed, Flaxseed Oil",25
66,China,African swine fever,2018,44,Live Animals,43
67,China,African swine fever,2018,44,Live Plants,948
68,China,African swine fever,2018,44,Lunchmeat,127
69,China,African swine fever,2018,44,Mandarin Oranges,9900
70,China,African swine fever,2018,44,Meat,1247
71,China,African swine fever,2018,44,Niger & Pumpkin Seed,3199
72,China,African swine fever,2018,44,Octopus,404
73,China,African swine fever,2018,44,Olive Oil,156
74,China,African swine fever,2018,44,"Onions, Shallots",1739
75,China,African swine fever,2018,44,Orange Peel,20
76,China,African swine fever,2018,44,Oranges,2666
77,China,African swine fever,2018,44,Oysters,161
78,China,African swine fever,2018,44,Palm Hearts,12
79,China,African swine fever,2018,44,Palm Oil,25
80,China,African swine fever,2018,44,"Paprika, Pimenton",1317
81,China,African swine fever,2018,44,Pepper (Spice),417
82,China,African swine fever,2018,44,Pineapple,103
83,China,African swine fever,2018,44,"Potato; Dextrine,starch",22
84,China,African swine fever,2018,44,Poultry,816
85,China,African swine fever,2018,44,Prune,121
86,China,African swine fever,2018,44,Rapeseed Oil,6
87,China,African swine fever,2018,44,Raw Cotton,123
88,China,African swine fever,2018,44,Rice,5731
89,China,African swine fever,2018,44,"Rosin, Shellac, Terpentine",247
90,China,African swine fever,2018,44,Rum,55
91,China,African swine fever,2018,44,"Sake, Rice Wine",293
92,China,African swine fever,2018,44,Sardines,3
93,China,African swine fever,2018,44,Scallops,864
94,China,African swine fever,2018,44,Sesame Oil,107
95,China,African swine fever,2018,44,"Shrimp, Prawns",7553
96,China,African swine fever,2018,44,Soybean Oil,40
97,China,African swine fever,2018,44,Soybeans,7584
98,China,African swine fever,2018,44,"Starch; Rice, Food (Not Potato)",180
99,China,African swine fever,2018,44,Sugar,1121
100,China,African swine fever,2018,44,Sunflower Oil,1
101,China,African swine fever,2018,44,Sunflower Seed,322
102,China,African swine fever,2018,44,Tea,2076
103,China,African swine fever,2018,44,Tobacco Products,619
104,China,African swine fever,2018,44,"Tomatoes, Prepared",497
105,China,African swine fever,2018,44,Tuna,87
106,China,African swine fever,2018,44,Tung Oil,40
107,China,African swine fever,2018,44,Vegetable Oils & Shortenings,1665
108,China,African swine fever,2018,44,Vegetables,24628
109,China,African swine fever,2018,44,Vermouth,18
110,China,African swine fever,2018,44,Wine,11046
0,China,Influenza - Avian,2018,13,"Animal Bone,blood,coral,shell,spong",843
1,China,Influenza - Avian,2018,13,"Animal Feed, Hay",3700
2,China,Influenza - Avian,2018,13,Anise Seed,37
3,China,Influenza - Avian,2018,13,Asparagus,40
4,China,Influenza - Avian,2018,13,Bananas,114
5,China,Influenza - Avian,2018,13,"Beer, Ale",2636
6,China,Influenza - Avian,2018,13,Berries,472
7,China,Influenza - Avian,2018,13,Beverages,35415
8,China,Influenza - Avian,2018,13,"Bitters, Liquor",312
9,China,Influenza - Avian,2018,13,"Bourbon, Scotch, Whiskey",298
10,China,Influenza - Avian,2018,13,"Bristles; Natural,pvc,crude,process",2
11,China,Influenza - Avian,2018,13,Bulb & Seeds,629
12,China,Influenza - Avian,2018,13,Bulk Grains,86
13,China,Influenza - Avian,2018,13,Candy And Confections,2740
14,China,Influenza - Avian,2018,13,Canned Fish,3946
15,China,Influenza - Avian,2018,13,Canned Fruit,24748
16,China,Influenza - Avian,2018,13,"Canned Ham, Pork Shoulders",14
17,China,Influenza - Avian,2018,13,Canned Meat,110
18,China,Influenza - Avian,2018,13,Canned Pineapples,1760
19,China,Influenza - Avian,2018,13,Canned Vegetables,8526
20,China,Influenza - Avian,2018,13,"Carrageenin, Chondrus, Viscarin",99
21,China,Influenza - Avian,2018,13,"Cassava Flour, Starch, Tapioca",94
22,China,Influenza - Avian,2018,13,Castor Oil,17
23,China,Influenza - Avian,2018,13,"Chanterelles, Mushrooms",3066
24,China,Influenza - Avian,2018,13,Cheese,35
25,China,Influenza - Avian,2018,13,Cherries,115
26,China,Influenza - Avian,2018,13,Chewing Gum,202
27,China,Influenza - Avian,2018,13,"Chilles, Chili Pepper, Hot Peppers",71
28,China,Influenza - Avian,2018,13,Cigarettes,95
29,China,Influenza - Avian,2018,13,Citrus Fruit Juices,0
30,China,Influenza - Avian,2018,13,"Cocoa; Beans,liquor,ovaltine",14
31,China,Influenza - Avian,2018,13,"Cocoa; Butter,cake,powder,russett",529
32,China,Influenza - Avian,2018,13,"Coconut, Coconut Milk",119
33,China,Influenza - Avian,2018,13,Coconut Oil,3
34,China,Influenza - Avian,2018,13,Coffee,919
35,China,Influenza - Avian,2018,13,Copra,6
36,China,Influenza - Avian,2018,13,"Crawfish, Lobster",627
37,China,Influenza - Avian,2018,13,"Crispbread,flatbread,ryethin,rush",17
38,China,Influenza - Avian,2018,13,Dairy Products,1225
39,China,Influenza - Avian,2018,13,"Dextrose, Glucose (When Sugar)",85
40,China,Influenza - Avian,2018,13,Edible Nuts,3388
41,China,Influenza - Avian,2018,13,"Escargot, Snail, Frog Meat & Legs",159
42,China,Influenza - Avian,2018,13,"Feathers, Down, Hair",947
43,China,Influenza - Avian,2018,13,Fish,1173
44,China,Influenza - Avian,2018,13,"Fish Liver Oil, Plain Cod Oil",108
45,China,Influenza - Avian,2018,13,Fish Meal,562
46,China,Influenza - Avian,2018,13,Fish Oil (Not Liver Or Cod),27
47,China,Influenza - Avian,2018,13,"Food Casings, Hog Bungs",1733
48,China,Influenza - Avian,2018,13,Frozen Fish,16895
49,China,Influenza - Avian,2018,13,Fruit,3680
50,China,Influenza - Avian,2018,13,"Fungus, Kelp, Marine Plants, Moss",766
51,China,Influenza - Avian,2018,13,Gin,1
52,China,Influenza - Avian,2018,13,"Gluten; Dry,wheat",21
53,China,Influenza - Avian,2018,13,"Grain Products, Bread, Cereal",773
54,China,Influenza - Avian,2018,13,"Grenadine, Syrups (Not Chocolate)",11
55,China,Influenza - Avian,2018,13,Grocery Items,18121
56,China,Influenza - Avian,2018,13,Guar Gum,965
57,China,Influenza - Avian,2018,13,"Gum; Acacia,arabic",6
58,China,Influenza - Avian,2018,13,Herbs & Spices,24823
59,China,Influenza - Avian,2018,13,Hides And Skins,796
60,China,Influenza - Avian,2018,13,Honey,33
61,China,Influenza - Avian,2018,13,Instant Coffee,508
62,China,Influenza - Avian,2018,13,Lanolin,34
63,China,Influenza - Avian,2018,13,"Leaves,moss,pollen,roots,veg Prod",1613
64,China,Influenza - Avian,2018,13,Lemons,128
65,China,Influenza - Avian,2018,13,"Licorice; Extract,root",57
66,China,Influenza - Avian,2018,13,"Linseed, Flaxseed Oil",16
67,China,Influenza - Avian,2018,13,Live Animals,5
68,China,Influenza - Avian,2018,13,Live Plants,403
69,China,Influenza - Avian,2018,13,Lunchmeat,80
70,China,Influenza - Avian,2018,13,Mandarin Oranges,3171
71,China,Influenza - Avian,2018,13,Meat,651
72,China,Influenza - Avian,2018,13,Millet Seed,36
73,China,Influenza - Avian,2018,13,"Molasses, Treacle",22
74,China,Influenza - Avian,2018,13,Niger & Pumpkin Seed,1936
75,China,Influenza - Avian,2018,13,Octopus,417
76,China,Influenza - Avian,2018,13,Olive Oil,118
77,China,Influenza - Avian,2018,13,"Onions, Shallots",1332
78,China,Influenza - Avian,2018,13,Orange Peel,41
79,China,Influenza - Avian,2018,13,Oranges,1553
80,China,Influenza - Avian,2018,13,Oysters,95
81,China,Influenza - Avian,2018,13,Palm Hearts,12
82,China,Influenza - Avian,2018,13,"Paprika, Pimenton",1628
83,China,Influenza - Avian,2018,13,Pepper (Spice),341
84,China,Influenza - Avian,2018,13,Pineapple,397
85,China,Influenza - Avian,2018,13,"Potato; Dextrine,starch",15
86,China,Influenza - Avian,2018,13,Poultry,535
87,China,Influenza - Avian,2018,13,Prune,71
88,China,Influenza - Avian,2018,13,Raw Cotton,76
89,China,Influenza - Avian,2018,13,Rice,4481
90,China,Influenza - Avian,2018,13,"Rosin, Shellac, Terpentine",1249
91,China,Influenza - Avian,2018,13,Rum,10
92,China,Influenza - Avian,2018,13,"Sake, Rice Wine",260
93,China,Influenza - Avian,2018,13,Sardines,42
94,China,Influenza - Avian,2018,13,Scallops,691
95,China,Influenza - Avian,2018,13,Sesame Oil,55
96,China,Influenza - Avian,2018,13,"Shrimp, Prawns",3346
97,China,Influenza - Avian,2018,13,Soybean Oil,47
98,China,Influenza - Avian,2018,13,Soybeans,10200
99,China,Influenza - Avian,2018,13,"Starch; Rice, Food (Not Potato)",137
100,China,Influenza - Avian,2018,13,Sugar,769
101,China,Influenza - Avian,2018,13,Sunflower Seed,335
102,China,Influenza - Avian,2018,13,Tea,1595
103,China,Influenza - Avian,2018,13,Tobacco Products,57
104,China,Influenza - Avian,2018,13,"Tomatoes, Prepared",374
105,China,Influenza - Avian,2018,13,Tuna,40
106,China,Influenza - Avian,2018,13,Tung Oil,292
107,China,Influenza - Avian,2018,13,Vegetable Oils & Shortenings,4031
108,China,Influenza - Avian,2018,13,Vegetables,17380
109,China,Influenza - Avian,2018,13,Wine,5180
0,China,Influenza - Avian,2018,14,"Animal Bone,blood,coral,shell,spong",843
1,China,Influenza - Avian,2018,14,"Animal Feed, Hay",3700
2,China,Influenza - Avian,2018,14,Anise Seed,37
3,China,Influenza - Avian,2018,14,Asparagus,40
4,China,Influenza - Avian,2018,14,Bananas,114
5,China,Influenza - Avian,2018,14,"Beer, Ale",2636
6,China,Influenza - Avian,2018,14,Berries,472
7,China,Influenza - Avian,2018,14,Beverages,35415
8,China,Influenza - Avian,2018,14,"Bitters, Liquor",312
9,China,Influenza - Avian,2018,14,"Bourbon, Scotch, Whiskey",298
10,China,Influenza - Avian,2018,14,"Bristles; Natural,pvc,crude,process",2
11,China,Influenza - Avian,2018,14,Bulb & Seeds,629
12,China,Influenza - Avian,2018,14,Bulk Grains,86
13,China,Influenza - Avian,2018,14,Candy And Confections,2740
14,China,Influenza - Avian,2018,14,Canned Fish,3946
15,China,Influenza - Avian,2018,14,Canned Fruit,24748
16,China,Influenza - Avian,2018,14,"Canned Ham, Pork Shoulders",14
17,China,Influenza - Avian,2018,14,Canned Meat,110
18,China,Influenza - Avian,2018,14,Canned Pineapples,1760
19,China,Influenza - Avian,2018,14,Canned Vegetables,8526
20,China,Influenza - Avian,2018,14,"Carrageenin, Chondrus, Viscarin",99
21,China,Influenza - Avian,2018,14,"Cassava Flour, Starch, Tapioca",94
22,China,Influenza - Avian,2018,14,Castor Oil,17
23,China,Influenza - Avian,2018,14,"Chanterelles, Mushrooms",3066
24,China,Influenza - Avian,2018,14,Cheese,35
25,China,Influenza - Avian,2018,14,Cherries,115
26,China,Influenza - Avian,2018,14,Chewing Gum,202
27,China,Influenza - Avian,2018,14,"Chilles, Chili Pepper, Hot Peppers",71
28,China,Influenza - Avian,2018,14,Cigarettes,95
29,China,Influenza - Avian,2018,14,Citrus Fruit Juices,0
30,China,Influenza - Avian,2018,14,"Cocoa; Beans,liquor,ovaltine",14
31,China,Influenza - Avian,2018,14,"Cocoa; Butter,cake,powder,russett",529
32,China,Influenza - Avian,2018,14,"Coconut, Coconut Milk",119
33,China,Influenza - Avian,2018,14,Coconut Oil,3
34,China,Influenza - Avian,2018,14,Coffee,919
35,China,Influenza - Avian,2018,14,Copra,6
36,China,Influenza - Avian,2018,14,"Crawfish, Lobster",627
37,China,Influenza - Avian,2018,14,"Crispbread,flatbread,ryethin,rush",17
38,China,Influenza - Avian,2018,14,Dairy Products,1225
39,China,Influenza - Avian,2018,14,"Dextrose, Glucose (When Sugar)",85
40,China,Influenza - Avian,2018,14,Edible Nuts,3388
41,China,Influenza - Avian,2018,14,"Escargot, Snail, Frog Meat & Legs",159
42,China,Influenza - Avian,2018,14,"Feathers, Down, Hair",947
43,China,Influenza - Avian,2018,14,Fish,1173
44,China,Influenza - Avian,2018,14,"Fish Liver Oil, Plain Cod Oil",108
45,China,Influenza - Avian,2018,14,Fish Meal,562
46,China,Influenza - Avian,2018,14,Fish Oil (Not Liver Or Cod),27
47,China,Influenza - Avian,2018,14,"Food Casings, Hog Bungs",1733
48,China,Influenza - Avian,2018,14,Frozen Fish,16895
49,China,Influenza - Avian,2018,14,Fruit,3680
50,China,Influenza - Avian,2018,14,"Fungus, Kelp, Marine Plants, Moss",766
51,China,Influenza - Avian,2018,14,Gin,1
52,China,Influenza - Avian,2018,14,"Gluten; Dry,wheat",21
53,China,Influenza - Avian,2018,14,"Grain Products, Bread, Cereal",773
54,China,Influenza - Avian,2018,14,"Grenadine, Syrups (Not Chocolate)",11
55,China,Influenza - Avian,2018,14,Grocery Items,18121
56,China,Influenza - Avian,2018,14,Guar Gum,965
57,China,Influenza - Avian,2018,14,"Gum; Acacia,arabic",6
58,China,Influenza - Avian,2018,14,Herbs & Spices,24823
59,China,Influenza - Avian,2018,14,Hides And Skins,796
60,China,Influenza - Avian,2018,14,Honey,33
61,China,Influenza - Avian,2018,14,Instant Coffee,508
62,China,Influenza - Avian,2018,14,Lanolin,34
63,China,Influenza - Avian,2018,14,"Leaves,moss,pollen,roots,veg Prod",1613
64,China,Influenza - Avian,2018,14,Lemons,128
65,China,Influenza - Avian,2018,14,"Licorice; Extract,root",57
66,China,Influenza - Avian,2018,14,"Linseed, Flaxseed Oil",16
67,China,Influenza - Avian,2018,14,Live Animals,5
68,China,Influenza - Avian,2018,14,Live Plants,403
69,China,Influenza - Avian,2018,14,Lunchmeat,80
70,China,Influenza - Avian,2018,14,Mandarin Oranges,3171
71,China,Influenza - Avian,2018,14,Meat,651
72,China,Influenza - Avian,2018,14,Millet Seed,36
73,China,Influenza - Avian,2018,14,"Molasses, Treacle",22
74,China,Influenza - Avian,2018,14,Niger & Pumpkin Seed,1936
75,China,Influenza - Avian,2018,14,Octopus,417
76,China,Influenza - Avian,2018,14,Olive Oil,118
77,China,Influenza - Avian,2018,14,"Onions, Shallots",1332
78,China,Influenza - Avian,2018,14,Orange Peel,41
79,China,Influenza - Avian,2018,14,Oranges,1553
80,China,Influenza - Avian,2018,14,Oysters,95
81,China,Influenza - Avian,2018,14,Palm Hearts,12
82,China,Influenza - Avian,2018,14,"Paprika, Pimenton",1628
83,China,Influenza - Avian,2018,14,Pepper (Spice),341
84,China,Influenza - Avian,2018,14,Pineapple,397
85,China,Influenza - Avian,2018,14,"Potato; Dextrine,starch",15
86,China,Influenza - Avian,2018,14,Poultry,535
87,China,Influenza - Avian,2018,14,Prune,71
88,China,Influenza - Avian,2018,14,Raw Cotton,76
89,China,Influenza - Avian,2018,14,Rice,4481
90,China,Influenza - Avian,2018,14,"Rosin, Shellac, Terpentine",1249
91,China,Influenza - Avian,2018,14,Rum,10
92,China,Influenza - Avian,2018,14,"Sake, Rice Wine",260
93,China,Influenza - Avian,2018,14,Sardines,42
94,China,Influenza - Avian,2018,14,Scallops,691
95,China,Influenza - Avian,2018,14,Sesame Oil,55
96,China,Influenza - Avian,2018,14,"Shrimp, Prawns",3346
97,China,Influenza - Avian,2018,14,Soybean Oil,47
98,China,Influenza - Avian,2018,14,Soybeans,10200
99,China,Influenza - Avian,2018,14,"Starch; Rice, Food (Not Potato)",137
100,China,Influenza - Avian,2018,14,Sugar,769
101,China,Influenza - Avian,2018,14,Sunflower Seed,335
102,China,Influenza - Avian,2018,14,Tea,1595
103,China,Influenza - Avian,2018,14,Tobacco Products,57
104,China,Influenza - Avian,2018,14,"Tomatoes, Prepared",374
105,China,Influenza - Avian,2018,14,Tuna,40
106,China,Influenza - Avian,2018,14,Tung Oil,292
107,China,Influenza - Avian,2018,14,Vegetable Oils & Shortenings,4031
108,China,Influenza - Avian,2018,14,Vegetables,17380
109,China,Influenza - Avian,2018,14,Wine,5180
0,China,Influenza - Avian,2018,26,"Animal Bone,blood,coral,shell,spong",906
1,China,Influenza - Avian,2018,26,"Animal Feed, Hay",4077
2,China,Influenza - Avian,2018,26,Anise Seed,97
3,China,Influenza - Avian,2018,26,Asparagus,30
4,China,Influenza - Avian,2018,26,Bananas,235
5,China,Influenza - Avian,2018,26,"Beer, Ale",3212
6,China,Influenza - Avian,2018,26,Berries,618
7,China,Influenza - Avian,2018,26,Beverages,28312
8,China,Influenza - Avian,2018,26,"Bitters, Liquor",366
9,China,Influenza - Avian,2018,26,"Bourbon, Scotch, Whiskey",417
10,China,Influenza - Avian,2018,26,"Bristles; Natural,pvc,crude,process",38
11,China,Influenza - Avian,2018,26,Bulb & Seeds,383
12,China,Influenza - Avian,2018,26,Bulk Grains,89
13,China,Influenza - Avian,2018,26,Candy And Confections,6902
14,China,Influenza - Avian,2018,26,Canned Fish,5168
15,China,Influenza - Avian,2018,26,Canned Fruit,21895
16,China,Influenza - Avian,2018,26,Canned Meat,20
17,China,Influenza - Avian,2018,26,Canned Pineapples,1554
18,China,Influenza - Avian,2018,26,Canned Vegetables,6295
19,China,Influenza - Avian,2018,26,"Carrageenin, Chondrus, Viscarin",137
20,China,Influenza - Avian,2018,26,"Cassava Flour, Starch, Tapioca",99
21,China,Influenza - Avian,2018,26,Castor Oil,24
22,China,Influenza - Avian,2018,26,"Chanterelles, Mushrooms",4306
23,China,Influenza - Avian,2018,26,Cheese,57
24,China,Influenza - Avian,2018,26,Chewing Gum,174
25,China,Influenza - Avian,2018,26,"Chilles, Chili Pepper, Hot Peppers",81
26,China,Influenza - Avian,2018,26,Cigarettes,276
27,China,Influenza - Avian,2018,26,Citrus Fruit Juices,102
28,China,Influenza - Avian,2018,26,"Cocoa; Beans,liquor,ovaltine",390
29,China,Influenza - Avian,2018,26,"Cocoa; Butter,cake,powder,russett",243
30,China,Influenza - Avian,2018,26,"Coconut, Coconut Milk",340
31,China,Influenza - Avian,2018,26,Coconut Oil,22
32,China,Influenza - Avian,2018,26,Cod Liver Oil,0
33,China,Influenza - Avian,2018,26,Coffee,2601
34,China,Influenza - Avian,2018,26,"Crawfish, Lobster",2787
35,China,Influenza - Avian,2018,26,"Crispbread,flatbread,ryethin,rush",25
36,China,Influenza - Avian,2018,26,Dairy Products,934
37,China,Influenza - Avian,2018,26,"Dextrose, Glucose (When Sugar)",618
38,China,Influenza - Avian,2018,26,Edible Nuts,3603
39,China,Influenza - Avian,2018,26,"Escargot, Snail, Frog Meat & Legs",412
40,China,Influenza - Avian,2018,26,"Feathers, Down, Hair",1782
41,China,Influenza - Avian,2018,26,Fish,2725
42,China,Influenza - Avian,2018,26,"Fish Liver Oil, Plain Cod Oil",211
43,China,Influenza - Avian,2018,26,Fish Meal,1155
44,China,Influenza - Avian,2018,26,Fish Oil (Not Liver Or Cod),157
45,China,Influenza - Avian,2018,26,"Food Casings, Hog Bungs",2058
46,China,Influenza - Avian,2018,26,Frozen Fish,37738
47,China,Influenza - Avian,2018,26,Fruit,5055
48,China,Influenza - Avian,2018,26,"Fungus, Kelp, Marine Plants, Moss",851
49,China,Influenza - Avian,2018,26,Gin,13
50,China,Influenza - Avian,2018,26,"Grain Products, Bread, Cereal",1695
51,China,Influenza - Avian,2018,26,Grocery Items,22566
52,China,Influenza - Avian,2018,26,Guar Gum,1208
53,China,Influenza - Avian,2018,26,Gum,52
54,China,Influenza - Avian,2018,26,"Gum; Acacia,arabic",8
55,China,Influenza - Avian,2018,26,Herbs & Spices,22945
56,China,Influenza - Avian,2018,26,Hides And Skins,1096
57,China,Influenza - Avian,2018,26,Honey,5
58,China,Influenza - Avian,2018,26,Instant Coffee,1008
59,China,Influenza - Avian,2018,26,Lanolin,8
60,China,Influenza - Avian,2018,26,Lard,16
61,China,Influenza - Avian,2018,26,"Leaves,moss,pollen,roots,veg Prod",877
62,China,Influenza - Avian,2018,26,Lemons,70
63,China,Influenza - Avian,2018,26,"Licorice; Extract,root",163
64,China,Influenza - Avian,2018,26,"Linseed, Flaxseed Oil",111
65,China,Influenza - Avian,2018,26,Live Animals,17
66,China,Influenza - Avian,2018,26,Live Plants,503
67,China,Influenza - Avian,2018,26,Lunchmeat,183
68,China,Influenza - Avian,2018,26,Mandarin Oranges,2270
69,China,Influenza - Avian,2018,26,Meat,818
70,China,Influenza - Avian,2018,26,Millet Seed,27
71,China,Influenza - Avian,2018,26,"Molasses, Treacle",0
72,China,Influenza - Avian,2018,26,Niger & Pumpkin Seed,2575
73,China,Influenza - Avian,2018,26,Octopus,327
74,China,Influenza - Avian,2018,26,Olive Oil,59
75,China,Influenza - Avian,2018,26,"Onions, Shallots",1967
76,China,Influenza - Avian,2018,26,Orange Peel,49
77,China,Influenza - Avian,2018,26,Oranges,839
78,China,Influenza - Avian,2018,26,Oysters,73
79,China,Influenza - Avian,2018,26,Palm Hearts,12
80,China,Influenza - Avian,2018,26,Palm Oil,58
81,China,Influenza - Avian,2018,26,"Paprika, Pimenton",891
82,China,Influenza - Avian,2018,26,Pepper (Spice),436
83,China,Influenza - Avian,2018,26,Pineapple,240
84,China,Influenza - Avian,2018,26,"Potato; Dextrine,starch",22
85,China,Influenza - Avian,2018,26,Poultry,673
86,China,Influenza - Avian,2018,26,Prune,136
87,China,Influenza - Avian,2018,26,Raw Cotton,117
88,China,Influenza - Avian,2018,26,Rice,4175
89,China,Influenza - Avian,2018,26,"Rosin, Shellac, Terpentine",490
90,China,Influenza - Avian,2018,26,Rum,11
91,China,Influenza - Avian,2018,26,"Sake, Rice Wine",279
92,China,Influenza - Avian,2018,26,Sardines,48
93,China,Influenza - Avian,2018,26,Scallops,558
94,China,Influenza - Avian,2018,26,Sesame Oil,102
95,China,Influenza - Avian,2018,26,"Shrimp, Prawns",7116
96,China,Influenza - Avian,2018,26,Soybean Oil,25
97,China,Influenza - Avian,2018,26,Soybeans,14000
98,China,Influenza - Avian,2018,26,"Starch; Rice, Food (Not Potato)",100
99,China,Influenza - Avian,2018,26,Sugar,880
100,China,Influenza - Avian,2018,26,Sunflower Oil,1
101,China,Influenza - Avian,2018,26,Sunflower Seed,651
102,China,Influenza - Avian,2018,26,Tea,1931
103,China,Influenza - Avian,2018,26,Tobacco Products,708
104,China,Influenza - Avian,2018,26,"Tomatoes, Prepared",982
105,China,Influenza - Avian,2018,26,Tuna,127
106,China,Influenza - Avian,2018,26,Tung Oil,51
107,China,Influenza - Avian,2018,26,Vegetable Oils & Shortenings,2236
108,China,Influenza - Avian,2018,26,Vegetables,22192
109,China,Influenza - Avian,2018,26,Wine,10698
0,China,Foot and mouth disease,2018,27,"Animal Bone,blood,coral,shell,spong",906
1,China,Foot and mouth disease,2018,27,"Animal Feed, Hay",4077
2,China,Foot and mouth disease,2018,27,Anise Seed,97
3,China,Foot and mouth disease,2018,27,Asparagus,30
4,China,Foot and mouth disease,2018,27,Bananas,235
5,China,Foot and mouth disease,2018,27,"Beer, Ale",3212
6,China,Foot and mouth disease,2018,27,Berries,618
7,China,Foot and mouth disease,2018,27,Beverages,28312
8,China,Foot and mouth disease,2018,27,"Bitters, Liquor",366
9,China,Foot and mouth disease,2018,27,"Bourbon, Scotch, Whiskey",417
10,China,Foot and mouth disease,2018,27,"Bristles; Natural,pvc,crude,process",38
