,country,disease,year,week_of_the_year,commodity,metric_tons
37,China,African swine fever,2018,48,Dairy Products,1204
38,China,African swine fever,2018,48,"Dextrose, Glucose (When Sugar)",85
39,China,African swine fever,2018,48,Edible Nuts,5354
40,China,African swine fever,2018,48,"Escargot, Snail, Frog Meat & Legs",825
41,China,African swine fever,2018,48,Extract; Meat,8
42,China,African swine fever,2018,48,"Feathers, Down, Hair",1450
43,China,African swine fever,2018,48,Fish,4418
44,China,African swine fever,2018,48,"Fish Liver Oil, Plain Cod Oil",100
45,China,African swine fever,2018,48,Fish Meal,1083
46,China,African swine fever,2018,48,Fish Oil (Not Liver Or Cod),111
47,China,African swine fever,2018,48,"Food Casings, Hog Bungs",2025
48,China,African swine fever,2018,48,Frozen Fish,62044
49,China,African swine fever,2018,48,Fruit,7398
50,China,African swine fever,2018,48,"Fungus, Kelp, Marine Plants, Moss",1612
51,China,African swine fever,2018,48,Gin,1
52,China,African swine fever,2018,48,"Grain Products, Bread, Cereal",1045
53,China,African swine fever,2018,48,Grapefruit,425
54,China,African swine fever,2018,48,Grocery Items,51805
55,China,African swine fever,2018,48,Guar Gum,3093
56,China,African swine fever,2018,48,Gum,78
57,China,African swine fever,2018,48,"Gum; Acacia,arabic",2
58,China,African swine fever,2018,48,Herbs & Spices,32180
59,China,African swine fever,2018,48,Hides And Skins,1623
60,China,African swine fever,2018,48,Honey,65
61,China,African swine fever,2018,48,Instant Coffee,818
62,China,African swine fever,2018,48,Lanolin,18
63,China,African swine fever,2018,48,Lard,11
64,China,African swine fever,2018,48,"Leaves,moss,pollen,roots,veg Prod",3245
65,China,African swine fever,2018,48,Lemons,20
66,China,African swine fever,2018,48,"Licorice; Extract,root",199
67,China,African swine fever,2018,48,"Linseed, Flaxseed Oil",16
68,China,African swine fever,2018,48,Live Animals,44
69,China,African swine fever,2018,48,Live Plants,518
70,China,African swine fever,2018,48,Lunchmeat,121
71,China,African swine fever,2018,48,Mandarin Oranges,8889
72,China,African swine fever,2018,48,Meat,1127
73,China,African swine fever,2018,48,Millet Seed,18
74,China,African swine fever,2018,48,Niger & Pumpkin Seed,4561
75,China,African swine fever,2018,48,Octopus,608
76,China,African swine fever,2018,48,Olive Oil,88
77,China,African swine fever,2018,48,"Onions, Shallots",2335
78,China,African swine fever,2018,48,Orange Peel,46
79,China,African swine fever,2018,48,Oranges,3643
80,China,African swine fever,2018,48,Oysters,169
81,China,African swine fever,2018,48,Palm Hearts,0
82,China,African swine fever,2018,48,"Paprika, Pimenton",2067
83,China,African swine fever,2018,48,Peanut Oil,6
84,China,African swine fever,2018,48,Pepper (Spice),436
85,China,African swine fever,2018,48,Pineapple,33
86,China,African swine fever,2018,48,"Potato; Dextrine,starch",132
87,China,African swine fever,2018,48,Poultry,719
88,China,African swine fever,2018,48,Prune,188
89,China,African swine fever,2018,48,Raw Cotton,89
90,China,African swine fever,2018,48,Rice,6880
91,China,African swine fever,2018,48,"Rosin, Shellac, Terpentine",370
92,China,African swine fever,2018,48,Rum,68
93,China,African swine fever,2018,48,"Sake, Rice Wine",364
94,China,African swine fever,2018,48,Scallops,2998
95,China,African swine fever,2018,48,Sesame Oil,163
96,China,African swine fever,2018,48,"Shrimp, Prawns",9318
97,China,African swine fever,2018,48,Soybean Oil,214
98,China,African swine fever,2018,48,Soybeans,13590
99,China,African swine fever,2018,48,"Starch; Rice, Food (Not Potato)",188
100,China,African swine fever,2018,48,Sugar,1514
101,China,African swine fever,2018,48,Sunflower Oil,17
102,China,African swine fever,2018,48,Sunflower Seed,658
103,China,African swine fever,2018,48,Tea,1869
104,China,African swine fever,2018,48,Tobacco Products,462
105,China,African swine fever,2018,48,"Tomatoes, Prepared",884
106,China,African swine fever,2018,48,Tuna,156
107,China,African swine fever,2018,48,Tung Oil,76
108,China,African swine fever,2018,48,Turpentine Gum,3
109,China,African swine fever,2018,48,Vegetable Oils & Shortenings,1962
110,China,African swine fever,2018,48,Vegetables,29031
111,China,African swine fever,2018,48,Wine,11182
0,China,African swine fever,2019,9,"Animal Bone,blood,coral,shell,spong",376
1,China,African swine fever,2019,9,"Animal Feed, Hay",4203
2,China,African swine fever,2019,9,Anise Seed,27
3,China,African swine fever,2019,9,Asparagus,61
4,China,African swine fever,2019,9,Bananas,251
5,China,African swine fever,2019,9,"Beer, Ale",1228
6,China,African swine fever,2019,9,Berries,398
7,China,African swine fever,2019,9,Beverages,4733
8,China,African swine fever,2019,9,"Bitters, Liquor",1833
9,China,African swine fever,2019,9,"Bourbon, Scotch, Whiskey",185
10,China,African swine fever,2019,9,"Bristles; Natural,pvc,crude,process",5
11,China,African swine fever,2019,9,Bulb & Seeds,279
12,China,African swine fever,2019,9,Bulk Grains,252
13,China,African swine fever,2019,9,Candy And Confections,2401
14,China,African swine fever,2019,9,Canned Fish,1482
15,China,African swine fever,2019,9,Canned Fruit,19720
16,China,African swine fever,2019,9,"Canned Ham, Pork Shoulders",119
17,China,African swine fever,2019,9,Canned Meat,35
18,China,African swine fever,2019,9,Canned Pineapples,567
19,China,African swine fever,2019,9,Canned Vegetables,5200
20,China,African swine fever,2019,9,"Carrageenin, Chondrus, Viscarin",163
21,China,African swine fever,2019,9,"Cassava Flour, Starch, Tapioca",122
22,China,African swine fever,2019,9,"Chanterelles, Mushrooms",4939
23,China,African swine fever,2019,9,Cheese,35
24,China,African swine fever,2019,9,Cherries,25
25,China,African swine fever,2019,9,Chewing Gum,92
26,China,African swine fever,2019,9,"Chilles, Chili Pepper, Hot Peppers",47
27,China,African swine fever,2019,9,Cigarettes,483
28,China,African swine fever,2019,9,Citrus Fruit Juices,478
29,China,African swine fever,2019,9,"Cocoa; Beans,liquor,ovaltine",635
30,China,African swine fever,2019,9,"Cocoa; Butter,cake,powder,russett",13
31,China,African swine fever,2019,9,"Coconut, Coconut Milk",178
32,China,African swine fever,2019,9,Coconut Oil,72
33,China,African swine fever,2019,9,Coffee,1403
34,China,African swine fever,2019,9,"Crawfish, Lobster",851
35,China,African swine fever,2019,9,Dairy Products,935
36,China,African swine fever,2019,9,"Dextrose, Glucose (When Sugar)",32
37,China,African swine fever,2019,9,Edible Nuts,2561
38,China,African swine fever,2019,9,"Escargot, Snail, Frog Meat & Legs",65
39,China,African swine fever,2019,9,"Feathers, Down, Hair",523
40,China,African swine fever,2019,9,Fish,1619
41,China,African swine fever,2019,9,"Fish Liver Oil, Plain Cod Oil",114
42,China,African swine fever,2019,9,Fish Meal,343
43,China,African swine fever,2019,9,Fish Oil (Not Liver Or Cod),92
44,China,African swine fever,2019,9,"Food Casings, Hog Bungs",1077
45,China,African swine fever,2019,9,Frozen Fish,21969
46,China,African swine fever,2019,9,Fruit,4142
47,China,African swine fever,2019,9,"Fungus, Kelp, Marine Plants, Moss",524
48,China,African swine fever,2019,9,"Gluten; Dry,wheat",19
49,China,African swine fever,2019,9,"Grain Products, Bread, Cereal",558
50,China,African swine fever,2019,9,Grapefruit,21
51,China,African swine fever,2019,9,"Grenadine, Syrups (Not Chocolate)",12
52,China,African swine fever,2019,9,Grocery Items,16921
53,China,African swine fever,2019,9,Guar Gum,1359
54,China,African swine fever,2019,9,Gum,41
55,China,African swine fever,2019,9,"Gum; Acacia,arabic",6
56,China,African swine fever,2019,9,Herbs & Spices,20949
57,China,African swine fever,2019,9,Hides And Skins,500
58,China,African swine fever,2019,9,Honey,30
59,China,African swine fever,2019,9,Instant Coffee,530
60,China,African swine fever,2019,9,Lanolin,9
61,China,African swine fever,2019,9,Lard,5
62,China,African swine fever,2019,9,"Leaves,moss,pollen,roots,veg Prod",284
63,China,African swine fever,2019,9,Lemons,345
64,China,African swine fever,2019,9,"Licorice; Extract,root",41
65,China,African swine fever,2019,9,"Linseed, Flaxseed Oil",50
66,China,African swine fever,2019,9,Live Animals,1
67,China,African swine fever,2019,9,Live Plants,679
68,China,African swine fever,2019,9,Liver Paste,2
69,China,African swine fever,2019,9,Lunchmeat,96
70,China,African swine fever,2019,9,Mandarin Oranges,1684
71,China,African swine fever,2019,9,Meat,506
72,China,African swine fever,2019,9,Millet Seed,26
73,China,African swine fever,2019,9,Niger & Pumpkin Seed,1512
74,China,African swine fever,2019,9,Octopus,104
75,China,African swine fever,2019,9,Olive Oil,21
76,China,African swine fever,2019,9,"Onions, Shallots",1176
77,China,African swine fever,2019,9,Orange Peel,10
78,China,African swine fever,2019,9,Oranges,1692
79,China,African swine fever,2019,9,Oysters,10
80,China,African swine fever,2019,9,Palm Hearts,0
81,China,African swine fever,2019,9,"Paprika, Pimenton",1597
82,China,African swine fever,2019,9,Peanut Oil,0
83,China,African swine fever,2019,9,Pepper (Spice),487
84,China,African swine fever,2019,9,Pineapple,167
85,China,African swine fever,2019,9,"Potato; Dextrine,starch",44
86,China,African swine fever,2019,9,Poultry,1101
87,China,African swine fever,2019,9,Prune,120
88,China,African swine fever,2019,9,Rapeseed Oil,15
89,China,African swine fever,2019,9,Raw Cotton,26
90,China,African swine fever,2019,9,Rice,3855
91,China,African swine fever,2019,9,"Rosin, Shellac, Terpentine",739
92,China,African swine fever,2019,9,Rum,12
93,China,African swine fever,2019,9,"Sake, Rice Wine",252
94,China,African swine fever,2019,9,Scallops,584
95,China,African swine fever,2019,9,Sesame Oil,86
96,China,African swine fever,2019,9,"Shrimp, Prawns",2301
97,China,African swine fever,2019,9,Soybean Oil,69
98,China,African swine fever,2019,9,Soybeans,6587
99,China,African swine fever,2019,9,"Starch; Rice, Food (Not Potato)",64
100,China,African swine fever,2019,9,Sugar,930
101,China,African swine fever,2019,9,Sunflower Oil,19
102,China,African swine fever,2019,9,Sunflower Seed,348
103,China,African swine fever,2019,9,Tea,1598
104,China,African swine fever,2019,9,Tobacco Products,393
105,China,African swine fever,2019,9,"Tomatoes, Prepared",297
106,China,African swine fever,2019,9,Tuna,50
107,China,African swine fever,2019,9,Tung Oil,91
108,China,African swine fever,2019,9,Vegetable Oils & Shortenings,2208
109,China,African swine fever,2019,9,Vegetables,15860
110,China,African swine fever,2019,9,Wine,7334
0,China,African swine fever,2019,14,"Animal Bone,blood,coral,shell,spong",629
1,China,African swine fever,2019,14,Animal Fats & Greases,8
2,China,African swine fever,2019,14,"Animal Feed, Hay",3816
3,China,African swine fever,2019,14,Anise Seed,107
4,China,African swine fever,2019,14,Asparagus,44
5,China,African swine fever,2019,14,Bananas,256
6,China,African swine fever,2019,14,"Beer, Ale",2065
7,China,African swine fever,2019,14,Berries,298
8,China,African swine fever,2019,14,Beverages,4779
9,China,African swine fever,2019,14,"Bitters, Liquor",1447
10,China,African swine fever,2019,14,"Bourbon, Scotch, Whiskey",173
11,China,African swine fever,2019,14,"Bristles; Natural,pvc,crude,process",3
12,China,African swine fever,2019,14,Bulb & Seeds,92
13,China,African swine fever,2019,14,Bulk Grains,165
14,China,African swine fever,2019,14,Candy And Confections,3467
15,China,African swine fever,2019,14,Canned Fish,2235
16,China,African swine fever,2019,14,Canned Fruit,16793
17,China,African swine fever,2019,14,"Canned Ham, Pork Shoulders",14
18,China,African swine fever,2019,14,Canned Meat,20
19,China,African swine fever,2019,14,Canned Pineapples,612
20,China,African swine fever,2019,14,Canned Vegetables,5144
21,China,African swine fever,2019,14,"Carob,locustbean Meal,stjohns Bread",11
22,China,African swine fever,2019,14,"Carrageenin, Chondrus, Viscarin",62
23,China,African swine fever,2019,14,"Cassava Flour, Starch, Tapioca",142
24,China,African swine fever,2019,14,Castor Oil,63
25,China,African swine fever,2019,14,"Chanterelles, Mushrooms",4492
26,China,African swine fever,2019,14,Cheese,143
27,China,African swine fever,2019,14,Cherries,88
28,China,African swine fever,2019,14,Chewing Gum,380
29,China,African swine fever,2019,14,"Chilles, Chili Pepper, Hot Peppers",61
30,China,African swine fever,2019,14,Cigarettes,280
31,China,African swine fever,2019,14,Citrus Fruit Juices,366
32,China,African swine fever,2019,14,"Cocoa; Beans,liquor,ovaltine",119
33,China,African swine fever,2019,14,"Cocoa; Butter,cake,powder,russett",1029
34,China,African swine fever,2019,14,"Coconut, Coconut Milk",164
35,China,African swine fever,2019,14,Coconut Oil,24
36,China,African swine fever,2019,14,Coffee,1302
37,China,African swine fever,2019,14,Cottonseed Oil,3
38,China,African swine fever,2019,14,"Crawfish, Lobster",869
39,China,African swine fever,2019,14,"Crispbread,flatbread,ryethin,rush",4
40,China,African swine fever,2019,14,Dairy Products,897
41,China,African swine fever,2019,14,"Dextrose, Glucose (When Sugar)",459
42,China,African swine fever,2019,14,Edible Nuts,3495
43,China,African swine fever,2019,14,"Escargot, Snail, Frog Meat & Legs",296
44,China,African swine fever,2019,14,Extract; Meat,18
45,China,African swine fever,2019,14,"Feathers, Down, Hair",807
46,China,African swine fever,2019,14,Fish,2132
47,China,African swine fever,2019,14,"Fish Liver Oil, Plain Cod Oil",171
48,China,African swine fever,2019,14,Fish Meal,357
49,China,African swine fever,2019,14,Fish Oil (Not Liver Or Cod),100
50,China,African swine fever,2019,14,"Food Casings, Hog Bungs",1690
51,China,African swine fever,2019,14,Frozen Fish,21713
52,China,African swine fever,2019,14,Fruit,3031
53,China,African swine fever,2019,14,"Fungus, Kelp, Marine Plants, Moss",815
54,China,African swine fever,2019,14,Gin,0
55,China,African swine fever,2019,14,"Grain Products, Bread, Cereal",998
56,China,African swine fever,2019,14,Grapefruit,36
57,China,African swine fever,2019,14,Grocery Items,38582
58,China,African swine fever,2019,14,Guar Gum,802
59,China,African swine fever,2019,14,Gum,101
60,China,African swine fever,2019,14,"Gum; Acacia,arabic",75
61,China,African swine fever,2019,14,Herbs & Spices,20226
62,China,African swine fever,2019,14,Hides And Skins,912
63,China,African swine fever,2019,14,Honey,15
64,China,African swine fever,2019,14,Instant Coffee,420
65,China,African swine fever,2019,14,Lanolin,34
66,China,African swine fever,2019,14,"Leaves,moss,pollen,roots,veg Prod",550
67,China,African swine fever,2019,14,Lemons,153
68,China,African swine fever,2019,14,"Licorice; Extract,root",3
69,China,African swine fever,2019,14,"Linseed, Flaxseed Oil",77
70,China,African swine fever,2019,14,Live Plants,570
71,China,African swine fever,2019,14,Lunchmeat,140
72,China,African swine fever,2019,14,Mandarin Oranges,3077
73,China,African swine fever,2019,14,Meat,950
74,China,African swine fever,2019,14,Niger & Pumpkin Seed,1854
75,China,African swine fever,2019,14,Octopus,150
76,China,African swine fever,2019,14,Olive Oil,100
77,China,African swine fever,2019,14,"Onions, Shallots",1466
78,China,African swine fever,2019,14,Oranges,1891
79,China,African swine fever,2019,14,Oysters,102
80,China,African swine fever,2019,14,Palm Hearts,2
81,China,African swine fever,2019,14,"Paprika, Pimenton",1708
82,China,African swine fever,2019,14,Peanut Oil,3
83,China,African swine fever,2019,14,Pepper (Spice),384
84,China,African swine fever,2019,14,Pineapple,69
85,China,African swine fever,2019,14,"Potato; Dextrine,starch",62
86,China,African swine fever,2019,14,Poultry,416
87,China,African swine fever,2019,14,Prune,108
88,China,African swine fever,2019,14,Raw Cotton,94
89,China,African swine fever,2019,14,Rice,4378
90,China,African swine fever,2019,14,"Rosin, Shellac, Terpentine",245
91,China,African swine fever,2019,14,Rum,18
92,China,African swine fever,2019,14,"Sake, Rice Wine",381
93,China,African swine fever,2019,14,Scallops,390
94,China,African swine fever,2019,14,Sesame Oil,84
95,China,African swine fever,2019,14,"Shrimp, Prawns",4232
96,China,African swine fever,2019,14,Soybean Oil,171
97,China,African swine fever,2019,14,Soybeans,6100
98,China,African swine fever,2019,14,"Starch; Rice, Food (Not Potato)",23
99,China,African swine fever,2019,14,Sugar,1133
100,China,African swine fever,2019,14,Sunflower Oil,2
101,China,African swine fever,2019,14,Sunflower Seed,309
102,China,African swine fever,2019,14,Tea,2092
103,China,African swine fever,2019,14,Tobacco Products,858
104,China,African swine fever,2019,14,"Tomatoes, Prepared",581
105,China,African swine fever,2019,14,Tuna,142
